"Plot Title: DO_Logger_14"
"#","Date Time, GMT+12:00","DO conc, mg/L (LGR S/N: 21868851, SEN S/N: 21868851, LBL: mg/l)","Temp, °C (LGR S/N: 21868851, SEN S/N: 21868851, LBL: deg c)","Coupler Attached (LGR S/N: 21868851)","Host Connected (LGR S/N: 21868851)","Coupler Detached (LGR S/N: 21868851)","Stopped (LGR S/N: 21868851)","End Of File (LGR S/N: 21868851)"
1091,09/23/24 08:30:00 AM,11.63,12.42,,,,,
1092,09/23/24 08:45:00 AM,11.95,12.62,,,,,
1093,09/23/24 09:00:00 AM,11.79,12.70,,,,,
1094,09/23/24 09:15:00 AM,11.12,12.68,,,,,
1095,09/23/24 09:30:00 AM,10.48,12.64,,,,,
1096,09/23/24 09:45:00 AM,10.39,12.54,,,,,
1097,09/23/24 10:00:00 AM,10.50,12.48,,,,,
1098,09/23/24 10:15:00 AM,11.68,12.42,,,,,
1099,09/23/24 10:30:00 AM,11.86,12.38,,,,,
1100,09/23/24 10:45:00 AM,11.81,12.34,,,,,
1101,09/23/24 11:00:00 AM,11.54,12.32,,,,,
1102,09/23/24 11:15:00 AM,10.29,12.32,,,,,
1103,09/23/24 11:30:00 AM,9.43,12.32,,,,,
1104,09/23/24 11:45:00 AM,10.00,12.30,,,,,
1105,09/23/24 12:00:00 PM,10.62,12.32,,,,,
1106,09/23/24 12:15:00 PM,10.71,12.32,,,,,
1107,09/23/24 12:30:00 PM,10.70,12.34,,,,,
1108,09/23/24 12:45:00 PM,10.23,12.34,,,,,
1109,09/23/24 01:00:00 PM,10.36,12.34,,,,,
1110,09/23/24 01:15:00 PM,9.67,12.36,,,,,
1111,09/23/24 01:30:00 PM,10.36,12.44,,,,,
1112,09/23/24 01:45:00 PM,10.35,12.48,,,,,
1113,09/23/24 02:00:00 PM,11.92,12.58,,,,,
1114,09/23/24 02:15:00 PM,12.37,12.64,,,,,
1115,09/23/24 02:30:00 PM,12.30,12.68,,,,,
1116,09/23/24 02:45:00 PM,12.70,12.66,,,,,
1117,09/23/24 03:00:00 PM,12.40,12.66,,,,,
1118,09/23/24 03:15:00 PM,12.22,12.66,,,,,
1119,09/23/24 03:30:00 PM,12.66,12.64,,,,,
1120,09/23/24 03:45:00 PM,12.45,12.60,,,,,
1121,09/23/24 04:00:00 PM,12.48,12.56,,,,,
1122,09/23/24 04:15:00 PM,11.75,12.52,,,,,
1123,09/23/24 04:30:00 PM,11.25,12.52,,,,,
1124,09/23/24 04:45:00 PM,11.88,12.62,,,,,
1125,09/23/24 05:00:00 PM,12.10,12.78,,,,,
1126,09/23/24 05:15:00 PM,12.73,12.90,,,,,
1127,09/23/24 05:30:00 PM,12.55,12.92,,,,,
1128,09/23/24 05:45:00 PM,12.58,12.90,,,,,
1129,09/23/24 06:00:00 PM,12.50,12.90,,,,,
1130,09/23/24 06:15:00 PM,12.41,12.90,,,,,
1131,09/23/24 06:30:00 PM,12.34,12.88,,,,,
1132,09/23/24 06:45:00 PM,11.79,12.88,,,,,
1133,09/23/24 07:00:00 PM,11.74,12.88,,,,,
1134,09/23/24 07:15:00 PM,11.80,12.88,,,,,
1135,09/23/24 07:30:00 PM,11.81,12.88,,,,,
1136,09/23/24 07:45:00 PM,11.61,12.88,,,,,
1137,09/23/24 08:00:00 PM,10.90,12.88,,,,,
1138,09/23/24 08:15:00 PM,11.09,12.86,,,,,
1139,09/23/24 08:30:00 PM,10.81,12.82,,,,,
1140,09/23/24 08:45:00 PM,10.88,12.76,,,,,
1141,09/23/24 09:00:00 PM,11.01,12.66,,,,,
1142,09/23/24 09:15:00 PM,11.00,12.48,,,,,
1143,09/23/24 09:30:00 PM,10.92,12.46,,,,,
1144,09/23/24 09:45:00 PM,11.21,12.56,,,,,
1145,09/23/24 10:00:00 PM,11.55,12.62,,,,,
1146,09/23/24 10:15:00 PM,11.42,12.66,,,,,
1147,09/23/24 10:30:00 PM,11.25,12.68,,,,,
1148,09/23/24 10:45:00 PM,11.09,12.68,,,,,
1149,09/23/24 11:00:00 PM,10.93,12.66,,,,,
1150,09/23/24 11:15:00 PM,10.21,12.66,,,,,
1151,09/23/24 11:30:00 PM,10.35,12.66,,,,,
1152,09/23/24 11:45:00 PM,9.62,12.62,,,,,
1153,09/24/24 12:00:00 AM,9.90,12.54,,,,,
1154,09/24/24 12:15:00 AM,10.62,12.50,,,,,
1155,09/24/24 12:30:00 AM,10.57,12.48,,,,,
1156,09/24/24 12:45:00 AM,10.39,12.48,,,,,
1157,09/24/24 01:00:00 AM,10.32,12.36,,,,,
1158,09/24/24 01:15:00 AM,10.01,12.36,,,,,
1159,09/24/24 01:30:00 AM,9.31,12.42,,,,,
1160,09/24/24 01:45:00 AM,8.88,12.44,,,,,
1161,09/24/24 02:00:00 AM,8.59,12.46,,,,,
1162,09/24/24 02:15:00 AM,8.56,12.46,,,,,
1163,09/24/24 02:30:00 AM,7.91,12.48,,,,,
1164,09/24/24 02:45:00 AM,8.78,12.50,,,,,
1165,09/24/24 03:00:00 AM,8.69,12.52,,,,,
1166,09/24/24 03:15:00 AM,8.66,12.52,,,,,
1167,09/24/24 03:30:00 AM,8.43,12.52,,,,,
1168,09/24/24 03:45:00 AM,11.03,12.50,,,,,
1169,09/24/24 04:00:00 AM,11.09,12.40,,,,,
1170,09/24/24 04:15:00 AM,11.31,12.30,,,,,
1171,09/24/24 04:30:00 AM,11.43,12.28,,,,,
1172,09/24/24 04:45:00 AM,11.40,12.30,,,,,
1173,09/24/24 05:00:00 AM,11.41,12.28,,,,,
1174,09/24/24 05:15:00 AM,11.34,12.24,,,,,
1175,09/24/24 05:30:00 AM,10.97,12.26,,,,,
1176,09/24/24 05:45:00 AM,10.85,12.30,,,,,
1177,09/24/24 06:00:00 AM,11.10,12.30,,,,,
1178,09/24/24 06:15:00 AM,11.41,12.30,,,,,
1179,09/24/24 06:30:00 AM,11.23,12.30,,,,,
1180,09/24/24 06:45:00 AM,11.17,12.32,,,,,
1181,09/24/24 07:00:00 AM,10.63,12.36,,,,,
1182,09/24/24 07:15:00 AM,10.98,12.42,,,,,
1183,09/24/24 07:30:00 AM,10.95,12.42,,,,,
1184,09/24/24 07:45:00 AM,11.17,12.46,,,,,
1185,09/24/24 08:00:00 AM,11.24,12.52,,,,,
1186,09/24/24 08:15:00 AM,11.68,12.56,,,,,
1187,09/24/24 08:30:00 AM,11.62,12.58,,,,,
1188,09/24/24 08:45:00 AM,11.74,12.60,,,,,
1189,09/24/24 09:00:00 AM,11.11,12.58,,,,,
1190,09/24/24 09:15:00 AM,10.56,12.48,,,,,
1191,09/24/24 09:30:00 AM,10.31,12.50,,,,,
1192,09/24/24 09:45:00 AM,10.81,12.54,,,,,
1193,09/24/24 10:00:00 AM,10.84,12.52,,,,,
1194,09/24/24 10:15:00 AM,11.19,12.54,,,,,
1195,09/24/24 10:30:00 AM,11.73,12.58,,,,,
1196,09/24/24 10:45:00 AM,12.14,12.62,,,,,
1197,09/24/24 11:00:00 AM,12.13,12.62,,,,,
1198,09/24/24 11:15:00 AM,12.21,12.62,,,,,
1199,09/24/24 11:30:00 AM,12.28,12.66,,,,,
1200,09/24/24 11:45:00 AM,12.28,12.64,,,,,
1201,09/24/24 12:00:00 PM,12.09,12.60,,,,,
1202,09/24/24 12:15:00 PM,12.10,12.58,,,,,
1203,09/24/24 12:30:00 PM,11.96,12.56,,,,,
1204,09/24/24 12:45:00 PM,12.23,12.58,,,,,
1205,09/24/24 01:00:00 PM,12.36,12.66,,,,,
1206,09/24/24 01:15:00 PM,12.50,12.68,,,,,
1207,09/24/24 01:30:00 PM,12.53,12.68,,,,,
1208,09/24/24 01:45:00 PM,12.62,12.68,,,,,
1209,09/24/24 02:00:00 PM,12.69,12.72,,,,,
1210,09/24/24 02:15:00 PM,12.62,12.72,,,,,
1211,09/24/24 02:30:00 PM,12.64,12.76,,,,,
1212,09/24/24 02:45:00 PM,12.61,12.76,,,,,
1213,09/24/24 03:00:00 PM,12.65,12.76,,,,,
1214,09/24/24 03:15:00 PM,12.63,12.78,,,,,
1215,09/24/24 03:30:00 PM,12.61,12.76,,,,,
1216,09/24/24 03:45:00 PM,12.58,12.76,,,,,
1217,09/24/24 04:00:00 PM,12.55,12.78,,,,,
1218,09/24/24 04:15:00 PM,12.69,12.80,,,,,
1219,09/24/24 04:30:00 PM,12.64,12.78,,,,,
1220,09/24/24 04:45:00 PM,12.54,12.76,,,,,
1221,09/24/24 05:00:00 PM,12.54,12.76,,,,,
1222,09/24/24 05:15:00 PM,12.52,12.74,,,,,
1223,09/24/24 05:30:00 PM,12.47,12.74,,,,,
1224,09/24/24 05:45:00 PM,12.42,12.76,,,,,
1225,09/24/24 06:00:00 PM,12.45,12.76,,,,,
1226,09/24/24 06:15:00 PM,12.31,12.76,,,,,
1227,09/24/24 06:30:00 PM,12.23,12.74,,,,,
1228,09/24/24 06:45:00 PM,12.09,12.72,,,,,
1229,09/24/24 07:00:00 PM,12.07,12.70,,,,,
1230,09/24/24 07:15:00 PM,11.89,12.68,,,,,
1231,09/24/24 07:30:00 PM,11.98,12.68,,,,,
1232,09/24/24 07:45:00 PM,11.99,12.66,,,,,
1233,09/24/24 08:00:00 PM,11.99,12.64,,,,,
1234,09/24/24 08:15:00 PM,11.90,12.64,,,,,
1235,09/24/24 08:30:00 PM,11.81,12.62,,,,,
1236,09/24/24 08:45:00 PM,11.83,12.62,,,,,
1237,09/24/24 09:00:00 PM,11.63,12.58,,,,,
1238,09/24/24 09:15:00 PM,11.69,12.52,,,,,
1239,09/24/24 09:30:00 PM,11.75,12.54,,,,,
1240,09/24/24 09:45:00 PM,11.69,12.50,,,,,
1241,09/24/24 10:00:00 PM,11.77,12.54,,,,,
1242,09/24/24 10:15:00 PM,11.73,12.52,,,,,
1243,09/24/24 10:30:00 PM,11.69,12.48,,,,,
1244,09/24/24 10:45:00 PM,11.58,12.46,,,,,
1245,09/24/24 11:00:00 PM,11.41,12.44,,,,,
1246,09/24/24 11:15:00 PM,11.03,12.44,,,,,
1247,09/24/24 11:30:00 PM,11.22,12.42,,,,,
1248,09/24/24 11:45:00 PM,11.11,12.38,,,,,
1249,09/25/24 12:00:00 AM,11.03,12.20,,,,,
1250,09/25/24 12:15:00 AM,11.17,12.12,,,,,
1251,09/25/24 12:30:00 AM,11.00,12.10,,,,,
1252,09/25/24 12:45:00 AM,11.19,12.08,,,,,
1253,09/25/24 01:00:00 AM,11.00,12.04,,,,,
1254,09/25/24 01:15:00 AM,11.07,12.06,,,,,
1255,09/25/24 01:30:00 AM,10.80,12.12,,,,,
1256,09/25/24 01:45:00 AM,10.65,12.18,,,,,
1257,09/25/24 02:00:00 AM,10.74,12.18,,,,,
1258,09/25/24 02:15:00 AM,10.67,12.16,,,,,
1259,09/25/24 02:30:00 AM,10.63,12.14,,,,,
1260,09/25/24 02:45:00 AM,10.85,12.08,,,,,
1261,09/25/24 03:00:00 AM,10.77,12.02,,,,,
1262,09/25/24 03:15:00 AM,10.69,11.92,,,,,
1263,09/25/24 03:30:00 AM,10.93,11.94,,,,,
1264,09/25/24 03:45:00 AM,10.92,11.92,,,,,
1265,09/25/24 04:00:00 AM,10.96,11.96,,,,,
1266,09/25/24 04:15:00 AM,10.74,11.98,,,,,
1267,09/25/24 04:30:00 AM,10.73,12.00,,,,,
1268,09/25/24 04:45:00 AM,10.63,12.02,,,,,
1269,09/25/24 05:00:00 AM,10.50,12.06,,,,,
1270,09/25/24 05:15:00 AM,10.46,12.06,,,,,
1271,09/25/24 05:30:00 AM,10.54,12.02,,,,,
1272,09/25/24 05:45:00 AM,10.69,11.94,,,,,
1273,09/25/24 06:00:00 AM,10.66,11.88,,,,,
1274,09/25/24 06:15:00 AM,10.79,11.84,,,,,
1275,09/25/24 06:30:00 AM,10.85,11.88,,,,,
1276,09/25/24 06:45:00 AM,10.90,11.86,,,,,
1277,09/25/24 07:00:00 AM,10.85,11.84,,,,,
1278,09/25/24 07:15:00 AM,11.03,11.88,,,,,
1279,09/25/24 07:30:00 AM,11.11,11.94,,,,,
1280,09/25/24 07:45:00 AM,11.03,12.02,,,,,
1281,09/25/24 08:00:00 AM,11.01,12.10,,,,,
1282,09/25/24 08:15:00 AM,10.97,12.16,,,,,
1283,09/25/24 08:30:00 AM,11.08,12.22,,,,,
1284,09/25/24 08:45:00 AM,11.13,12.26,,,,,
1285,09/25/24 09:00:00 AM,11.21,12.28,,,,,
1286,09/25/24 09:15:00 AM,11.63,12.42,,,,,
1287,09/25/24 09:30:00 AM,11.80,12.56,,,,,
1288,09/25/24 09:45:00 AM,11.65,12.58,,,,,
1289,09/25/24 10:00:00 AM,11.55,12.62,,,,,
1290,09/25/24 10:15:00 AM,11.56,12.64,,,,,
1291,09/25/24 10:30:00 AM,11.69,12.70,,,,,
1292,09/25/24 10:45:00 AM,11.74,12.82,,,,,
1293,09/25/24 11:00:00 AM,11.74,13.00,,,,,
1294,09/25/24 11:15:00 AM,11.64,13.06,,,,,
1295,09/25/24 11:30:00 AM,11.52,13.22,,,,,
1296,09/25/24 11:45:00 AM,11.85,13.26,,,,,
1297,09/25/24 12:00:00 PM,12.33,13.24,,,,,
1298,09/25/24 12:15:00 PM,12.43,13.14,,,,,
1299,09/25/24 12:30:00 PM,12.15,13.20,,,,,
1300,09/25/24 12:45:00 PM,12.24,13.20,,,,,
1301,09/25/24 01:00:00 PM,12.43,13.20,,,,,
1302,09/25/24 01:15:00 PM,12.45,13.20,,,,,
1303,09/25/24 01:30:00 PM,12.32,13.26,,,,,
1304,09/25/24 01:45:00 PM,12.30,13.30,,,,,
1305,09/25/24 02:00:00 PM,12.78,13.26,,,,,
1306,09/25/24 02:15:00 PM,13.06,13.20,,,,,
1307,09/25/24 02:30:00 PM,13.12,13.16,,,,,
1308,09/25/24 02:45:00 PM,12.99,13.18,,,,,
1309,09/25/24 03:00:00 PM,12.83,13.22,,,,,
1310,09/25/24 03:15:00 PM,12.77,13.22,,,,,
1311,09/25/24 03:30:00 PM,12.79,13.22,,,,,
1312,09/25/24 03:45:00 PM,12.96,13.20,,,,,
1313,09/25/24 04:00:00 PM,13.07,13.16,,,,,
1314,09/25/24 04:15:00 PM,13.11,13.08,,,,,
1315,09/25/24 04:30:00 PM,12.54,12.96,,,,,
1316,09/25/24 04:45:00 PM,11.87,12.80,,,,,
1317,09/25/24 05:00:00 PM,11.47,12.76,,,,,
1318,09/25/24 05:15:00 PM,11.81,12.74,,,,,
1319,09/25/24 05:30:00 PM,11.29,12.64,,,,,
1320,09/25/24 05:45:00 PM,11.47,12.58,,,,,
1321,09/25/24 06:00:00 PM,11.80,12.60,,,,,
1322,09/25/24 06:15:00 PM,11.30,12.38,,,,,
1323,09/25/24 06:30:00 PM,11.31,12.30,,,,,
1324,09/25/24 06:45:00 PM,11.26,12.28,,,,,
1325,09/25/24 07:00:00 PM,12.83,12.90,,,,,
1326,09/25/24 07:15:00 PM,12.57,13.46,,,,,
1327,09/25/24 07:30:00 PM,12.66,13.64,,,,,
1328,09/25/24 07:45:00 PM,12.51,13.66,,,,,
1329,09/25/24 08:00:00 PM,12.36,13.64,,,,,
1330,09/25/24 08:15:00 PM,12.36,13.60,,,,,
1331,09/25/24 08:30:00 PM,12.54,13.50,,,,,
1332,09/25/24 08:45:00 PM,12.42,13.40,,,,,
1333,09/25/24 09:00:00 PM,12.39,13.32,,,,,
1334,09/25/24 09:15:00 PM,12.40,13.22,,,,,
1335,09/25/24 09:30:00 PM,12.56,13.08,,,,,
1336,09/25/24 09:45:00 PM,12.44,12.98,,,,,
1337,09/25/24 10:00:00 PM,12.35,12.96,,,,,
1338,09/25/24 10:15:00 PM,12.08,12.94,,,,,
1339,09/25/24 10:30:00 PM,11.99,12.92,,,,,
1340,09/25/24 10:45:00 PM,12.19,12.98,,,,,
1341,09/25/24 11:00:00 PM,12.20,13.00,,,,,
1342,09/25/24 11:15:00 PM,12.33,13.02,,,,,
1343,09/25/24 11:30:00 PM,12.21,13.02,,,,,
1344,09/25/24 11:45:00 PM,11.95,13.02,,,,,
1345,09/26/24 12:00:00 AM,11.95,13.02,,,,,
1346,09/26/24 12:15:00 AM,11.91,13.02,,,,,
1347,09/26/24 12:30:00 AM,11.95,13.02,,,,,
1348,09/26/24 12:45:00 AM,11.56,13.00,,,,,
1349,09/26/24 01:00:00 AM,11.80,12.92,,,,,
1350,09/26/24 01:15:00 AM,11.79,12.88,,,,,
1351,09/26/24 01:30:00 AM,11.86,12.82,,,,,
1352,09/26/24 01:45:00 AM,11.74,12.76,,,,,
1353,09/26/24 02:00:00 AM,11.58,12.78,,,,,
1354,09/26/24 02:15:00 AM,11.62,12.78,,,,,
1355,09/26/24 02:30:00 AM,11.78,12.74,,,,,
1356,09/26/24 02:45:00 AM,11.61,12.72,,,,,
1357,09/26/24 03:00:00 AM,11.48,12.70,,,,,
1358,09/26/24 03:15:00 AM,11.55,12.64,,,,,
1359,09/26/24 03:30:00 AM,11.41,12.60,,,,,
1360,09/26/24 03:45:00 AM,11.51,12.52,,,,,
1361,09/26/24 04:00:00 AM,11.81,12.46,,,,,
1362,09/26/24 04:15:00 AM,11.76,12.40,,,,,
1363,09/26/24 04:30:00 AM,11.65,12.38,,,,,
1364,09/26/24 04:45:00 AM,11.64,12.38,,,,,
1365,09/26/24 05:00:00 AM,11.53,12.42,,,,,
1366,09/26/24 05:15:00 AM,11.47,12.44,,,,,
1367,09/26/24 05:30:00 AM,11.53,12.46,,,,,
1368,09/26/24 05:45:00 AM,11.37,12.46,,,,,
1369,09/26/24 06:00:00 AM,11.15,12.44,,,,,
1370,09/26/24 06:15:00 AM,11.00,12.44,,,,,
1371,09/26/24 06:30:00 AM,10.91,12.42,,,,,
1372,09/26/24 06:45:00 AM,10.99,12.42,,,,,
1373,09/26/24 07:00:00 AM,11.01,12.40,,,,,
1374,09/26/24 07:15:00 AM,11.04,12.42,,,,,
1375,09/26/24 07:30:00 AM,11.03,12.44,,,,,
1376,09/26/24 07:45:00 AM,11.33,12.46,,,,,
1377,09/26/24 08:00:00 AM,11.48,12.50,,,,,
1378,09/26/24 08:15:00 AM,11.73,12.52,,,,,
1379,09/26/24 08:30:00 AM,11.85,12.54,,,,,
1380,09/26/24 08:45:00 AM,11.66,12.58,,,,,
1381,09/26/24 09:00:00 AM,12.06,12.62,,,,,
1382,09/26/24 09:15:00 AM,12.35,12.60,,,,,
1383,09/26/24 09:30:00 AM,12.37,12.58,,,,,
1384,09/26/24 09:45:00 AM,12.45,12.58,,,,,
1385,09/26/24 10:00:00 AM,12.28,12.58,,,,,
1386,09/26/24 10:15:00 AM,12.28,12.56,,,,,
1387,09/26/24 10:30:00 AM,12.39,12.60,,,,,
1388,09/26/24 10:45:00 AM,12.61,12.66,,,,,
1389,09/26/24 11:00:00 AM,12.62,12.70,,,,,
1390,09/26/24 11:15:00 AM,12.66,12.74,,,,,
1391,09/26/24 11:30:00 AM,12.87,12.76,,,,,
1392,09/26/24 11:45:00 AM,13.05,12.78,,,,,
1393,09/26/24 12:00:00 PM,12.90,12.76,,,,,
1394,09/26/24 12:15:00 PM,13.02,12.76,,,,,
1395,09/26/24 12:30:00 PM,12.91,12.78,,,,,
1396,09/26/24 12:45:00 PM,13.07,12.78,,,,,
1397,09/26/24 01:00:00 PM,13.18,12.76,,,,,
1398,09/26/24 01:15:00 PM,12.97,12.72,,,,,
1399,09/26/24 01:30:00 PM,12.76,12.70,,,,,
1400,09/26/24 01:45:00 PM,12.50,12.68,,,,,
1401,09/26/24 02:00:00 PM,12.25,12.68,,,,,
1402,09/26/24 02:15:00 PM,12.20,12.66,,,,,
1403,09/26/24 02:30:00 PM,12.25,12.68,,,,,
1404,09/26/24 02:45:00 PM,11.88,12.68,,,,,
1405,09/26/24 03:00:00 PM,11.12,12.60,,,,,
1406,09/26/24 03:15:00 PM,11.02,12.58,,,,,
1407,09/26/24 03:30:00 PM,11.37,12.66,,,,,
1408,09/26/24 03:45:00 PM,11.41,12.70,,,,,
1409,09/26/24 04:00:00 PM,11.51,12.74,,,,,
1410,09/26/24 04:15:00 PM,12.24,12.86,,,,,
1411,09/26/24 04:30:00 PM,12.39,12.88,,,,,
1412,09/26/24 04:45:00 PM,12.55,12.92,,,,,
1413,09/26/24 05:00:00 PM,12.86,13.00,,,,,
1414,09/26/24 05:15:00 PM,12.94,13.04,,,,,
1415,09/26/24 05:30:00 PM,13.05,13.08,,,,,
1416,09/26/24 05:45:00 PM,12.96,13.08,,,,,
1417,09/26/24 06:00:00 PM,12.77,13.08,,,,,
1418,09/26/24 06:15:00 PM,12.81,13.08,,,,,
1419,09/26/24 06:30:00 PM,12.89,13.06,,,,,
1420,09/26/24 06:45:00 PM,12.79,13.04,,,,,
1421,09/26/24 07:00:00 PM,12.84,13.02,,,,,
1422,09/26/24 07:15:00 PM,12.73,12.98,,,,,
1423,09/26/24 07:30:00 PM,12.79,12.98,,,,,
1424,09/26/24 07:45:00 PM,12.70,12.96,,,,,
1425,09/26/24 08:00:00 PM,12.66,12.92,,,,,
1426,09/26/24 08:15:00 PM,12.52,12.90,,,,,
1427,09/26/24 08:30:00 PM,12.47,12.88,,,,,
1428,09/26/24 08:45:00 PM,12.44,12.84,,,,,
1429,09/26/24 09:00:00 PM,12.65,12.84,,,,,
1430,09/26/24 09:15:00 PM,12.70,12.86,,,,,
1431,09/26/24 09:30:00 PM,12.51,12.84,,,,,
1432,09/26/24 09:45:00 PM,12.70,12.84,,,,,
1433,09/26/24 10:00:00 PM,12.63,12.82,,,,,
1434,09/26/24 10:15:00 PM,12.72,12.84,,,,,
1435,09/26/24 10:30:00 PM,12.66,12.84,,,,,
1436,09/26/24 10:45:00 PM,12.61,12.86,,,,,
1437,09/26/24 11:00:00 PM,12.45,12.88,,,,,
1438,09/26/24 11:15:00 PM,12.32,12.90,,,,,
1439,09/26/24 11:30:00 PM,12.29,12.90,,,,,
1440,09/26/24 11:45:00 PM,12.15,12.92,,,,,
1441,09/27/24 12:00:00 AM,12.48,12.94,,,,,
1442,09/27/24 12:15:00 AM,12.52,12.98,,,,,
1443,09/27/24 12:30:00 AM,12.62,12.98,,,,,
1444,09/27/24 12:45:00 AM,12.58,12.98,,,,,
1445,09/27/24 01:00:00 AM,12.58,12.98,,,,,
1446,09/27/24 01:15:00 AM,12.48,12.98,,,,,
1447,09/27/24 01:30:00 AM,12.39,12.98,,,,,
1448,09/27/24 01:45:00 AM,12.40,12.96,,,,,
1449,09/27/24 02:00:00 AM,12.14,12.92,,,,,
1450,09/27/24 02:15:00 AM,12.22,12.90,,,,,
1451,09/27/24 02:30:00 AM,12.10,12.90,,,,,
1452,09/27/24 02:45:00 AM,12.29,12.90,,,,,
1453,09/27/24 03:00:00 AM,11.93,12.90,,,,,
1454,09/27/24 03:15:00 AM,12.02,12.90,,,,,
1455,09/27/24 03:30:00 AM,12.17,12.92,,,,,
1456,09/27/24 03:45:00 AM,12.13,12.94,,,,,
1457,09/27/24 04:00:00 AM,12.30,12.94,,,,,
1458,09/27/24 04:15:00 AM,12.21,12.94,,,,,
1459,09/27/24 04:30:00 AM,12.08,12.94,,,,,
1460,09/27/24 04:45:00 AM,11.96,12.94,,,,,
1461,09/27/24 05:00:00 AM,12.00,12.94,,,,,
1462,09/27/24 05:15:00 AM,11.93,12.94,,,,,
1463,09/27/24 05:30:00 AM,12.11,12.94,,,,,
1464,09/27/24 05:45:00 AM,12.09,12.94,,,,,
1465,09/27/24 06:00:00 AM,12.19,12.94,,,,,
1466,09/27/24 06:15:00 AM,12.07,12.94,,,,,
1467,09/27/24 06:30:00 AM,11.84,12.94,,,,,
1468,09/27/24 06:45:00 AM,11.64,12.92,,,,,
1469,09/27/24 07:00:00 AM,11.55,12.88,,,,,
1470,09/27/24 07:15:00 AM,11.25,12.84,,,,,
1471,09/27/24 07:30:00 AM,11.01,12.78,,,,,
1472,09/27/24 07:45:00 AM,10.42,12.66,,,,,
1473,09/27/24 08:00:00 AM,10.46,12.52,,,,,
1474,09/27/24 08:15:00 AM,10.47,12.48,,,,,
1475,09/27/24 08:30:00 AM,10.31,12.42,,,,,
1476,09/27/24 08:45:00 AM,10.85,12.48,,,,,
1477,09/27/24 09:00:00 AM,11.34,12.58,,,,,
1478,09/27/24 09:15:00 AM,11.26,12.60,,,,,
1479,09/27/24 09:30:00 AM,11.06,12.54,,,,,
1480,09/27/24 09:45:00 AM,11.13,12.54,,,,,
1481,09/27/24 10:00:00 AM,11.33,12.56,,,,,
1482,09/27/24 10:15:00 AM,11.34,12.56,,,,,
1483,09/27/24 10:30:00 AM,11.57,12.64,,,,,
1484,09/27/24 10:45:00 AM,11.51,12.68,,,,,
1485,09/27/24 11:00:00 AM,11.76,12.68,,,,,
1486,09/27/24 11:15:00 AM,11.90,12.76,,,,,
1487,09/27/24 11:30:00 AM,11.86,12.80,,,,,
1488,09/27/24 11:45:00 AM,11.76,12.82,,,,,
1489,09/27/24 12:00:00 PM,11.85,12.84,,,,,
1490,09/27/24 12:15:00 PM,12.07,12.86,,,,,
1491,09/27/24 12:30:00 PM,12.08,12.90,,,,,
1492,09/27/24 12:45:00 PM,12.12,12.92,,,,,
1493,09/27/24 01:00:00 PM,12.28,12.94,,,,,
1494,09/27/24 01:15:00 PM,12.65,13.02,,,,,
1495,09/27/24 01:30:00 PM,12.69,13.02,,,,,
1496,09/27/24 01:45:00 PM,12.69,13.00,,,,,
1497,09/27/24 02:00:00 PM,13.28,13.04,,,,,
1498,09/27/24 02:15:00 PM,13.30,13.12,,,,,
1499,09/27/24 02:30:00 PM,13.06,13.14,,,,,
1500,09/27/24 02:45:00 PM,13.00,13.14,,,,,
1501,09/27/24 03:00:00 PM,12.91,13.14,,,,,
1502,09/27/24 03:15:00 PM,12.89,13.14,,,,,
1503,09/27/24 03:30:00 PM,12.90,13.12,,,,,
1504,09/27/24 03:45:00 PM,12.76,13.12,,,,,
1505,09/27/24 04:00:00 PM,12.77,13.10,,,,,
1506,09/27/24 04:15:00 PM,12.73,13.08,,,,,
1507,09/27/24 04:30:00 PM,12.77,13.08,,,,,
1508,09/27/24 04:45:00 PM,12.74,13.08,,,,,
1509,09/27/24 05:00:00 PM,12.73,13.08,,,,,
1510,09/27/24 05:15:00 PM,12.76,13.08,,,,,
1511,09/27/24 05:30:00 PM,12.58,13.06,,,,,
1512,09/27/24 05:45:00 PM,12.58,13.06,,,,,
1513,09/27/24 06:00:00 PM,12.53,13.06,,,,,
1514,09/27/24 06:15:00 PM,12.55,13.04,,,,,
1515,09/27/24 06:30:00 PM,12.73,13.02,,,,,
1516,09/27/24 06:45:00 PM,12.68,12.92,,,,,
1517,09/27/24 07:00:00 PM,12.64,12.86,,,,,
1518,09/27/24 07:15:00 PM,12.46,12.82,,,,,
1519,09/27/24 07:30:00 PM,12.14,12.78,,,,,
1520,09/27/24 07:45:00 PM,12.07,12.76,,,,,
1521,09/27/24 08:00:00 PM,12.04,12.76,,,,,
1522,09/27/24 08:15:00 PM,12.03,12.76,,,,,
1523,09/27/24 08:30:00 PM,11.95,12.78,,,,,
1524,09/27/24 08:45:00 PM,11.93,12.80,,,,,
1525,09/27/24 09:00:00 PM,11.99,12.80,,,,,
1526,09/27/24 09:15:00 PM,12.14,12.74,,,,,
1527,09/27/24 09:30:00 PM,12.07,12.68,,,,,
1528,09/27/24 09:45:00 PM,12.02,12.70,,,,,
1529,09/27/24 10:00:00 PM,12.04,12.74,,,,,
1530,09/27/24 10:15:00 PM,12.04,12.74,,,,,
1531,09/27/24 10:30:00 PM,11.97,12.74,,,,,
1532,09/27/24 10:45:00 PM,11.96,12.74,,,,,
1533,09/27/24 11:00:00 PM,12.01,12.72,,,,,
1534,09/27/24 11:15:00 PM,11.85,12.72,,,,,
